,Sr #,Parish,Code,Townland,1841 Male,1841 Female,1841 Inhabited,1841 Uninhabited,1851 Male,1851 Female,1851 Inhabited,1851 Uninhabited,1861 Male,1861 Female,1861 Inhabited,1861 Uninhabited,1871 Male,1871 Female,1871 Inhabited,1871 Uninhabited,1881 Male,1881 Female,1881 Inhabited,1881 Uninhabited,1891 Male,1891 Female,1891 Inhabited,1891 Uninhabited,Remarks
1248,1249,Clondalkin,260680.0,NEWLANDS DEMESNE,12.0,10.0,3.0,,8.0,6.0,3.0,2.0,6.0,5.0,3.0,,6.0,4.0,5.0,,,,,1.0,,,,,
1249,1250,Clondalkin,260736.0,PRIEST-TOWN,,,,,,,,,,,,,,,,,,,,,,,,,
1250,1251,Clondalkin,260744.0,RAHEEN,17.0,27.0,6.0,,16.0,12.0,5.0,,16.0,7.0,3.0,,10.0,4.0,2.0,,8.0,4.0,2.0,,8.0,4.0,3.0,,
1251,1252,Clondalkin,260767.0,REDCOW,69.0,64.0,29.0,1.0,87.0,80.0,31.0,,65.0,49.0,21.0,,48.0,48.0,19.0,2.0,40.0,45.0,19.0,,50.0,52.0,20.0,4.0,
1252,1253,Clondalkin,260793.0,RONANSTOWN,5.0,7.0,2.0,1.0,20.0,14.0,6.0,,18.0,17.0,6.0,,8.0,8.0,4.0,,7.0,7.0,3.0,,21.0,14.0,7.0,1.0,
1253,1254,Clondalkin,260949.0,YELLOWMEADOWS,1.0,2.0,1.0,,1.0,4.0,1.0,1.0,8.0,12.0,4.0,,6.0,7.0,2.0,,6.0,7.0,2.0,,2.0,4.0,2.0,1.0,
1254,1255,Clondalkin,,CLONDALKIN,238.0,267.0,96.0,13.0,235.0,239.0,89.0,2.0,328.0,340.0,109.0,10.0,235.0,235.0,88.0,8.0,178.0,201.0,81.0,6.0,158.0,157.0,65.0,13.0,
1255,1256,Clondalkin,,TOTAL,1285.0,1246.0,411.0,24.0,1234.0,1196.0,418.0,25.0,1265.0,1141.0,425.0,22.0,1103.0,1076.0,403.0,18.0,958.0,927.0,363.0,40.0,920.0,837.0,347.0,53.0,Yellow highlited total are not clear
1256,1257,Cruagh,260314.0,CRUAGH,93.0,74.0,21.0,4.0,99.0,81.0,24.0,,82.0,72.0,23.0,,41.0,32.0,12.0,,58.0,59.0,21.0,2.0,53.0,51.0,19.0,1.0,
1257,1258,Cruagh,260430.0,GLENDOO,6.0,4.0,1.0,,6.0,3.0,1.0,,,,,1.0,4.0,2.0,1.0,,3.0,3.0,1.0,,4.0,3.0,1.0,,
1258,1259,Cruagh,260524.0,KILLAKEE,56.0,74.0,20.0,,45.0,42.0,16.0,,3.0,2.0,2.0,,5.0,3.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,
1259,1260,Cruagh,,JAMESTOWN,,,,,2.0,,1.0,,33.0,29.0,12.0,,34.0,38.0,13.0,,28.0,33.0,11.0,2.0,31.0,31.0,12.0,2.0,
1260,1261,Cruagh,260686.0,NEWTOWN,111.0,132.0,43.0,8.0,123.0,126.0,50.0,2.0,127.0,136.0,50.0,5.0,106.0,103.0,43.0,,78.0,69.0,29.0,4.0,73.0,69.0,33.0,6.0,
1261,1262,Cruagh,260711.0,ORLAGH,9.0,11.0,3.0,,7.0,8.0,2.0,,3.0,1.0,1.0,2.0,1.0,,1.0,2.0,21.0,2.0,2.0,,26.0,3.0,2.0,,
1262,1263,Cruagh,260876.0,TIBRADDEN,121.0,122.0,45.0,2.0,77.0,69.0,23.0,2.0,67.0,50.0,19.0,4.0,46.0,43.0,17.0,,43.0,32.0,13.0,2.0,42.0,31.0,13.0,4.0,
1263,1264,Cruagh,260942.0,WOODTOWN,81.0,85.0,21.0,,37.0,45.0,13.0,2.0,41.0,49.0,18.0,,23.0,31.0,10.0,,17.0,41.0,11.0,4.0,24.0,31.0,9.0,2.0,
1264,1265,Cruagh,,EDMONDSTOWN,,,,,,,,,,,,,24.0,21.0,8.0,1.0,17.0,11.0,5.0,,,,,,
1265,1266,Cruagh,,TOTAL,477.0,502.0,154.0,14.0,396.0,374.0,130.0,6.0,356.0,339.0,125.0,12.0,284.0,273.0,107.0,3.0,266.0,251.0,94.0,14.0,254.0,220.0,90.0,15.0,
1266,1267,Crumlin,260266.0,COMMONS,81.0,80.0,29.0,,57.0,59.0,21.0,,44.0,44.0,17.0,,45.0,48.0,19.0,,44.0,48.0,21.0,1.0,49.0,52.0,20.0,4.0,
1267,1268,Crumlin,260316.0,CRUMLIN,192.0,180.0,64.0,3.0,165.0,190.0,55.0,20.0,99.0,120.0,49.0,3.0,102.0,100.0,36.0,4.0,135.0,140.0,53.0,7.0,103.0,105.0,36.0,2.0,
1268,1269,Crumlin,260447.0,GREENHILLS,6.0,4.0,2.0,1.0,14.0,13.0,6.0,1.0,22.0,13.0,7.0,,21.0,10.0,6.0,,13.0,6.0,5.0,,7.0,5.0,3.0,2.0,
1269,1270,Crumlin,260555.0,KIMMAGE (Uppercross By),13.0,10.0,5.0,1.0,19.0,17.0,7.0,1.0,29.0,29.0,10.0,2.0,30.0,40.0,13.0,,76.0,73.0,30.0,4.0,21.0,16.0,7.0,,
1270,1271,Crumlin,,LARKFIELD,13.0,19.0,2.0,,12.0,15.0,3.0,,3.0,4.0,1.0,1.0,16.0,8.0,3.0,2.0,9.0,9.0,3.0,,1.0,6.0,1.0,,
1271,1272,Crumlin,260586.0,LIMEKILNFARM,3.0,3.0,1.0,2.0,4.0,1.0,1.0,,6.0,3.0,2.0,,7.0,7.0,2.0,1.0,18.0,18.0,6.0,1.0,9.0,7.0,4.0,1.0,
1272,1273,Crumlin,260722.0,PERRYSTOWN,11.0,11.0,6.0,,9.0,8.0,7.0,1.0,11.0,11.0,5.0,2.0,10.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,11.0,4.0,3.0,,
1273,1274,Crumlin,260790.0,ROEBUCK,3.0,5.0,1.0,,2.0,4.0,1.0,,5.0,2.0,1.0,,,,,1.0,,,,1.0,,,,,
1274,1275,Crumlin,,STAUNAWAY,2.0,2.0,1.0,,27.0,30.0,11.0,,10.0,8.0,6.0,2.0,12.0,14.0,5.0,,28.0,22.0,8.0,,18.0,28.0,6.0,2.0,
1275,1276,Crumlin,,TONGUOFIELD,,,,,,,,,,,,,,,,,14.0,17.0,5.0,,,,,,
1276,1277,Crumlin,260922.0,WHITEHALL,28.0,31.0,10.0,,38.0,30.0,12.0,1.0,28.0,23.0,9.0,,28.0,20.0,9.0,4.0,3.0,3.0,2.0,1.0,16.0,15.0,5.0,,
1277,1278,Crumlin,260928.0,WILKINSTOWN,36.0,23.0,10.0,2.0,22.0,22.0,11.0,,35.0,29.0,11.0,,25.0,26.0,7.0,,34.0,29.0,10.0,1.0,25.0,28.0,9.0,,
1278,1279,Crumlin,,CRAMLIN,134.0,134.0,39.0,2.0,89.0,76.0,25.0,1.0,125.0,116.0,37.0,6.0,104.0,100.0,44.0,4.0,90.0,86.0,30.0,3.0,131.0,122.0,50.0,2.0,
1279,1280,Crumlin,,TOTAL,522.0,502.0,170.0,11.0,458.0,465.0,160.0,25.0,417.0,402.0,155.0,16.0,400.0,375.0,146.0,18.0,467.0,454.0,175.0,20.0,391.0,388.0,144.0,13.0,
1280,1281,Donnybrook,,CLONSKEAGH,,,,,,,,,24.0,27.0,12.0,,9.0,19.0,8.0,,1.0,5.0,4.0,,2.0,4.0,2.0,,
1281,1282,Donnybrook,,SALLYMOUNT,46.0,73.0,15.0,1.0,145.0,217.0,44.0,5.0,45.0,105.0,25.0,2.0,,,,,,,,,,,,,
1282,1283,Donnybrook,,RATHMINES AND RATHGAR,,,,,,,,,,,,,106.0,210.0,55.0,1.0,141.0,242.0,89.0,,132.0,254.0,77.0,5.0,
1283,1284,Donnybrook,,TOTAL,46.0,73.0,15.0,1.0,145.0,217.0,44.0,5.0,69.0,132.0,37.0,2.0,115.0,229.0,63.0,1.0,142.0,247.0,93.0,,134.0,258.0,79.0,5.0,
1284,1285,Drimnagh,260152.0,BLUEBELL,76.0,71.0,26.0,4.0,90.0,112.0,40.0,7.0,110.0,117.0,49.0,5.0,93.0,112.0,48.0,4.0,107.0,112.0,48.0,6.0,147.0,124.0,51.0,6.0,
1285,1286,Drimnagh,260345.0,DRIMNAGH,68.0,82.0,18.0,2.0,37.0,47.0,19.0,3.0,43.0,46.0,21.0,3.0,38.0,47.0,17.0,3.0,47.0,53.0,19.0,5.0,46.0,66.0,22.0,4.0,
1286,1287,Drimnagh,260496.0,JAMESTOWN,14.0,13.0,5.0,,12.0,13.0,6.0,,13.0,12.0,4.0,,10.0,18.0,4.0,,10.0,12.0,5.0,,19.0,14.0,5.0,,
1287,1288,Drimnagh,260780.0,ROBINHOOD,9.0,12.0,2.0,,9.0,6.0,1.0,1.0,9.0,5.0,1.0,,8.0,6.0,1.0,,7.0,6.0,2.0,,4.0,4.0,1.0,,
1288,1289,Drimnagh,,TOTAL,167.0,178.0,51.0,6.0,148.0,178.0,66.0,11.0,175.0,180.0,75.0,8.0,149.0,183.0,70.0,7.0,171.0,183.0,74.0,11.0,216.0,208.0,79.0,10.0,
1289,1290,Esker,,COLDCUT,3.0,3.0,1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,2.0,3.0,1.0,,2.0,2.0,1.0,,5.0,2.0,1.0,,
1290,1291,Esker,260797.0,ROWLAGH,8.0,5.0,2.0,,9.0,5.0,3.0,1.0,8.0,9.0,4.0,,17.0,27.0,9.0,,5.0,2.0,1.0,,5.0,4.0,1.0,,
1291,1292,Esker,,TOTAL,11.0,8.0,3.0,,10.0,7.0,4.0,1.0,9.0,11.0,5.0,,19.0,30.0,10.0,,7.0,4.0,2.0,,10.0,6.0,1.0,,
1292,1293,Palmerstown,260174.0,BROOKLAWN,5.0,10.0,4.0,,14.0,12.0,4.0,,4.0,8.0,2.0,1.0,5.0,12.0,3.0,,4.0,6.0,2.0,,5.0,6.0,2.0,,
1293,1294,Palmerstown,260377.0,FONTHILL,38.0,40.0,14.0,,2.0,3.0,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,8.0,2.0,,
1294,1295,Palmerstown,260492.0,IRISHTOWN,8.0,5.0,3.0,,21.0,15.0,6.0,,25.0,13.0,8.0,1.0,21.0,18.0,9.0,,15.0,24.0,7.0,,17.0,20.0,7.0,2.0,
1295,1296,Palmerstown,260501.0,JOHNSTOWN,14.0,6.0,3.0,,9.0,9.0,3.0,1.0,12.0,12.0,5.0,,10.0,16.0,4.0,,11.0,11.0,4.0,1.0,15.0,9.0,5.0,,
1296,1297,Palmerstown,260713.0,PALMERSTON LOWER,126.0,152.0,55.0,4.0,50.0,64.0,21.0,3.0,9.0,12.0,6.0,1.0,12.0,16.0,6.0,26.0,82.0,116.0,7.0,,84.0,106.0,6.0,,
1297,1298,Palmerstown,260714.0,PALMERSTON UPPER,111.0,106.0,41.0,,60.0,61.0,24.0,,19.0,25.0,11.0,,10.0,13.0,5.0,,23.0,26.0,10.0,1.0,14.0,19.0,8.0,1.0,
1298,1299,Palmerstown,260741.0,QUARRYVALE,4.0,4.0,1.0,,11.0,3.0,2.0,,11.0,17.0,3.0,,8.0,7.0,2.0,,5.0,3.0,1.0,,1.0,2.0,1.0,1.0,
1299,1300,Palmerstown,260768.0,REDCOWFARM,3.0,3.0,2.0,,17.0,10.0,5.0,,9.0,7.0,2.0,,10.0,12.0,4.0,1.0,4.0,7.0,1.0,1.0,6.0,8.0,2.0,,
1300,1301,Palmerstown,,SAINTLAURENCE,30.0,35.0,11.0,,66.0,53.0,20.0,2.0,78.0,98.0,28.0,,53.0,62.0,24.0,,41.0,46.0,14.0,,27.0,35.0,10.0,2.0,
1301,1302,Palmerstown,260936.0,WOODFARM,2.0,2.0,1.0,,,,,1.0,3.0,1.0,1.0,,4.0,1.0,1.0,,5.0,2.0,1.0,,5.0,1.0,1.0,,
1302,1303,Palmerstown,260946.0,YELLOW WALLS,13.0,20.0,5.0,,3.0,3.0,1.0,,2.0,,1.0,,3.0,3.0,1.0,,3.0,2.0,1.0,,3.0,3.0,1.0,,
1303,1304,Palmerstown,,PALMERSTON,90.0,111.0,40.0,,203.0,208.0,65.0,2.0,173.0,184.0,76.0,6.0,104.0,102.0,49.0,7.0,137.0,125.0,65.0,5.0,120.0,100.0,48.0,14.0,
1304,1305,Palmerstown,,CHAPEHZOD,239.0,234.0,80.0,,297.0,317.0,84.0,1.0,301.0,297.0,104.0,2.0,190.0,210.0,89.0,12.0,269.0,256.0,114.0,,269.0,240.0,105.0,12.0,
1305,1306,Palmerstown,,TOTAL,683.0,728.0,260.0,4.0,753.0,758.0,236.0,10.0,648.0,675.0,248.0,11.0,431.0,473.0,198.0,46.0,600.0,626.0,228.0,9.0,569.0,557.0,198.0,32.0,
1306,1307,Rathfarnham,260815.0,SCHOLLARSTOWN,40.0,35.0,13.0,1.0,25.0,51.0,11.0,1.0,30.0,29.0,9.0,4.0,17.0,31.0,6.0,,14.0,15.0,5.0,2.0,3.0,1.0,2.0,,
1307,1308,ST CATHERINES,,ARGOS,3.0,9.0,1.0,,2.0,10.0,2.0,,8.0,,2.0,1.0,,,,,,,,,,,,,
1308,1309,ST CATHERINES,,HAROLDSCROSS,,,,,,,,,,,,,,,,,,,,,,,,,
1309,1310,ST CATHERINES,,MOUNTJEROME,8.0,13.0,3.0,,7.0,8.0,3.0,1.0,11.0,12.0,5.0,1.0,,,,,,,,,,,,,
1310,1311,ST CATHERINES,,RATHLAND EAST,25.0,24.0,9.0,1.0,20.0,11.0,5.0,,13.0,5.0,4.0,,,,,,,,,,,,,,
1311,1312,ST CATHERINES,,RATHLAND WEST,7.0,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
1312,1313,ST CATHERINES,,HAROLDSCROSS,339.0,445.0,106.0,4.0,355.0,496.0,123.0,4.0,371.0,562.0,114.0,9.0,,,,,,,,,,,,,
1313,1314,ST CATHERINES,,RATHMINES AND RATHGAR,,,,,,,,,,,,,493.0,652.0,150.0,3.0,533.0,659.0,156.0,7.0,459.0,557.0,142.0,3.0,
1314,1315,ST CATHERINES,,TOTAL,382.0,496.0,121.0,5.0,384.0,525.0,133.0,6.0,403.0,579.0,125.0,11.0,493.0,652.0,150.0,3.0,533.0,659.0,156.0,7.0,459.0,557.0,142.0,3.0,
1315,1316,St. James',,BUTCHERAARMS,5.0,10.0,3.0,,20.0,13.0,6.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,
1316,1317,St. James',,DOLPHINSBARN,303.0,376.0,98.0,15.0,161.0,187.0,68.0,19.0,188.0,219.0,71.0,4.0,236.0,241.0,63.0,5.0,249.0,272.0,92.0,11.0,314.0,315.0,109.0,8.0,
1317,1318,St. James',,DOLPHINSBARN NORTH,,,,,,,,,,,,,,,,,,,,,,,,,
1318,1319,St. James',,TOTAL,,,,,,,,,,,,,,,,,,,,,314.0,315.0,109.0,8.0,
1319,1320,St. James',,BUTCHARSARMA TOWNLAND,,,,,,,,,,,,,,,,,,,,,,,,,
1320,1321,St. James',,GOLDENBRIDGE NORTH,92.0,109.0,34.0,3.0,,,,,96.0,104.0,37.0,,,,,,,,,,,,,,
1321,1322,St. James',,GOLDENBRIDGE SOUTH,,,,,72.0,68.0,28.0,7.0,87.0,76.0,30.0,3.0,,,,,,,,,57.0,68.0,20.0,1.0,
1322,1323,St. James',,INCHICORE NORTH,34.0,44.0,11.0,,58.0,68.0,24.0,1.0,85.0,104.0,34.0,,,,,,,,,,,,,,
1323,1324,St. James',,INCHICORE SOUTH,91.0,108.0,29.0,2.0,322.0,334.0,96.0,,426.0,358.0,103.0,5.0,,,,,,,,,,,,,
1324,1325,St. James',260541.0,KILMAINHAM,,,,,,,,,,,,,,,,,,,,,,,,,
1325,1326,St. James',260541.0,KILMAINHAM,387.0,283.0,58.0,17.0,235.0,238.0,88.0,6.0,293.0,309.0,90.0,6.0,,,,,,,,,,,,,
1326,1327,St. James',,DO. GAOL,,,,,169.0,86.0,1.0,,55.0,27.0,1.0,,,,,,,,,,,,,,
1327,1328,St. James',,GOLDENBRIDGE,523.0,567.0,180.0,23.0,534.0,633.0,223.0,17.0,1870.0,763.0,187.0,11.0,,,,,,,,,,,,,
1328,1329,St. James',,ISLANDBRIDGE,96.0,105.0,39.0,4.0,120.0,114.0,44.0,2.0,77.0,98.0,42.0,5.0,,,,,,,,,,,,,
1329,1330,St. James',,ST VINCENT'S REFORMATORY,,,,,,,,,,39.0,1.0,,,,,,,,,,,,,,
1330,1331,St. James',,DO. JUVENIE DO.,,,,,,,,,,24.0,1.0,,,,,,,,,,,,,,
1331,1332,St. James',,TOTAL,1531.0,1602.0,452.0,64.0,1691.0,1741.0,578.0,52.0,3179.0,2123.0,598.0,37.0,236.0,241.0,63.0,5.0,249.0,272.0,92.0,11.0,,,,,
1332,1333,ST JUDE'S,,GOLDENBRIDGE SOUTH,,,,,,,,,,,,,64.0,89.0,27.0,3.0,99.0,119.0,42.0,7.0,,,,,
1333,1334,ST JUDE'S,,NEW KILMSLOHAM,,,,,,,,,,,,,2872.0,2084.0,543.0,18.0,3160.0,2222.0,662.0,41.0,3732.0,2787.0,877.0,88.0,
1334,1335,ST JUDE'S,,TOTAL,,,,,,,,,,,,,2936.0,2173.0,570.0,21.0,3259.0,2341.0,704.0,48.0,3789.0,2855.0,897.0,89.0,
1335,1336,ST NICHOLAS,,CHORRYORCHARD,6.0,6.0,2.0,,5.0,6.0,2.0,,9.0,4.0,2.0,,,,,,,,,,,,,,
1336,1337,ST NICHOLAS,,RATHMINES AND RATHGAR,,,,,,,,,,,,,4.0,2.0,2.0,,,,,1.0,8.0,10.0,2.0,1.0,
1337,1338,ST NICHOLAS,,TOTAL,6.0,6.0,2.0,,5.0,6.0,2.0,,9.0,4.0,2.0,,4.0,2.0,2.0,,,,,1.0,8.0,10.0,2.0,1.0,
1338,1339,ST PETERS,,BAGGOTRATH WEST,123.0,206.0,32.0,6.0,158.0,325.0,70.0,2.0,181.0,406.0,101.0,2.0,,,,,,,,,,,,,
1339,1340,ST PETERS,,CULLENSWOOD,205.0,341.0,86.0,11.0,283.0,449.0,114.0,16.0,370.0,480.0,134.0,11.0,,,,,,,,,,,,,
1340,1341,ST PETERS,,HAROLDSCROSS EAST,569.0,807.0,211.0,18.0,372.0,602.0,155.0,11.0,1071.0,1835.0,435.0,19.0,,,,,,,,,,,,,
1341,1342,ST PETERS,,HAROLDSCROSS WEST,277.0,352.0,96.0,12.0,428.0,681.0,161.0,12.0,,,,,,,,,,,,,,,,,
1342,1343,ST PETERS,,MILLTOWN,366.0,370.0,118.0,8.0,417.0,446.0,132.0,10.0,297.0,299.0,102.0,7.0,337.0,357.0,120.0,5.0,,,,,,,,,
1343,1344,ST PETERS,,PORTOHALLO,133.0,154.0,34.0,4.0,215.0,251.0,67.0,,1217.0,397.0,64.0,5.0,,,,,,,,,,,,,
1344,1345,ST PETERS,,RANELAGH NORTH,321.0,611.0,154.0,8.0,751.0,1321.0,284.0,13.0,1487.0,2379.0,552.0,14.0,,,,,,,,,,,,,
1345,1346,ST PETERS,,RANELAGH SOUTH,555.0,803.0,177.0,17.0,460.0,677.0,155.0,10.0,,,,,,,,,,,,,,,,,
1346,1347,ST PETERS,,RATHMINES EAST,241.0,424.0,107.0,10.0,693.0,1192.0,259.0,17.0,1685.0,2648.0,622.0,52.0,,,,,,,,,,,,,
1347,1348,ST PETERS,,RATHMINES SOUTH,392.0,524.0,149.0,3.0,123.0,165.0,43.0,8.0,,,,,,,,,,,,,,,,,
1348,1349,ST PETERS,,RATHMINOS WEST,323.0,525.0,123.0,9.0,407.0,636.0,153.0,8.0,,,,,,,,,,,,,,,,,
1349,1350,ST PETERS,,RATHMINES AND RATHGAR,,,,,,,,,,,,,8436.0,9743.0,2400.0,129.0,7867.0,11410.0,3052.0,268.0,9268.0,13257.0,3644.0,150.0,
1350,1351,ST PETERS,,TOTAL,3505.0,5117.0,1287.0,106.0,4307.0,6745.0,1593.0,107.0,6308.0,8444.0,2010.0,110.0,8773.0,10100.0,2520.0,134.0,7867.0,11410.0,3052.0,268.0,9268.0,13257.0,3644.0,150.0,
1351,1352,Tallaght,260006.0,AGHFARRELL,50.0,49.0,13.0,,34.0,27.0,11.0,,24.0,11.0,6.0,1.0,19.0,15.0,4.0,,15.0,11.0,3.0,,10.0,5.0,4.0,,
1352,1353,Tallaght,,ALLAGOUR,34.0,31.0,9.0,,21.0,16.0,5.0,,27.0,24.0,7.0,,21.0,21.0,6.0,,26.0,29.0,6.0,,25.0,25.0,7.0,,
1353,1354,Tallaght,260056.0,BALLINASCORNEY LOWER,38.0,24.0,9.0,,25.0,25.0,8.0,1.0,28.0,21.0,7.0,,28.0,26.0,8.0,,27.0,23.0,8.0,,24.0,24.0,6.0,2.0,
1354,1355,Tallaght,260057.0,BALLINASCORNEY UPPER,139.0,121.0,41.0,,113.0,117.0,42.0,2.0,72.0,67.0,28.0,,73.0,72.0,26.0,,58.0,73.0,27.0,,50.0,56.0,22.0,,
1355,1356,Tallaght,260075.0,BALLYCRAGH,2.0,,1.0,,,,,,2.0,3.0,1.0,,4.0,1.0,1.0,,8.0,6.0,3.0,,,,,1.0,
1356,1357,Tallaght,260076.0,BALLYCULLEN,15.0,4.0,1.0,,16.0,5.0,1.0,,2.0,2.0,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,,3.0,5.0,1.0,,
1357,1358,Tallaght,260089.0,BALLYMAICE,46.0,32.0,11.0,2.0,35.0,35.0,9.0,1.0,32.0,36.0,10.0,1.0,24.0,29.0,9.0,1.0,27.0,25.0,9.0,1.0,20.0,18.0,8.0,,
1358,1359,Tallaght,260092.0,BALLYMANA,39.0,40.0,14.0,,20.0,24.0,9.0,,23.0,29.0,10.0,,23.0,21.0,7.0,,20.0,15.0,6.0,2.0,15.0,10.0,6.0,,
1359,1360,Tallaght,260095.0,BALLYMOREFINN,70.0,56.0,16.0,1.0,52.0,44.0,13.0,3.0,39.0,34.0,14.0,,42.0,38.0,13.0,,40.0,34.0,13.0,,40.0,23.0,13.0,,
1360,1361,Tallaght,260103.0,BALLYROAN (Uppercross By),22.0,16.0,5.0,,8.0,7.0,3.0,2.0,14.0,10.0,6.0,,11.0,16.0,6.0,,19.0,29.0,11.0,,19.0,21.0,9.0,1.0,
1361,1362,Tallaght,,BELGARD,33.0,22.0,10.0,1.0,17.0,17.0,5.0,2.0,14.0,14.0,8.0,,8.0,14.0,6.0,3.0,15.0,10.0,6.0,,18.0,18.0,9.0,,
1362,1363,Tallaght,260136.0,BELGARD DEER PARK,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
1363,1364,Tallaght,260157.0,BOHERNABREENA,12.0,6.0,2.0,1.0,4.0,2.0,2.0,,1.0,5.0,2.0,,4.0,1.0,2.0,,4.0,3.0,2.0,,2.0,1.0,2.0,,
1364,1365,Tallaght,260168.0,BRITTAS BIG,12.0,8.0,3.0,2.0,10.0,8.0,3.0,,6.0,3.0,2.0,,4.0,5.0,2.0,,5.0,7.0,2.0,,5.0,4.0,3.0,1.0,
1365,1366,Tallaght,260169.0,BRITTAS LITTLE,29.0,19.0,6.0,,23.0,15.0,5.0,1.0,22.0,18.0,5.0,,28.0,15.0,5.0,,24.0,18.0,5.0,,12.0,9.0,14.0,,
1366,1367,Tallaght,260213.0,CASTLEKELLY,48.0,36.0,14.0,,36.0,34.0,11.0,2.0,54.0,36.0,11.0,1.0,54.0,30.0,12.0,,47.0,28.0,12.0,,39.0,25.0,1.0,1.0,
1367,1368,Tallaght,260273.0,COOKSTOWN,4.0,5.0,2.0,,15.0,12.0,5.0,,23.0,17.0,6.0,,15.0,11.0,5.0,1.0,5.0,6.0,2.0,1.0,5.0,3.0,9.0,2.0,
1368,1369,Tallaght,260287.0,CORBALLY,36.0,36.0,11.0,1.0,40.0,40.0,12.0,1.0,43.0,38.0,12.0,,39.0,32.0,8.0,,31.0,24.0,10.0,1.0,35.0,21.0,3.0,,
1369,1370,Tallaght,260303.0,CORRAGEEN,15.0,13.0,4.0,,10.0,5.0,3.0,,9.0,6.0,3.0,,7.0,9.0,3.0,,9.0,7.0,3.0,,10.0,4.0,8.0,,
1370,1371,Tallaght,260319.0,CUNARD,34.0,24.0,10.0,1.0,33.0,28.0,9.0,,34.0,23.0,8.0,,37.0,23.0,8.0,,35.0,21.0,8.0,,29.0,21.0,8.0,,
1371,1372,Tallaght,260390.0,FRIARSTOWN LOWER,20.0,18.0,5.0,,32.0,31.0,9.0,,30.0,25.0,8.0,,26.0,31.0,8.0,,31.0,17.0,7.0,,14.0,18.0,3.0,4.0,
1372,1373,Tallaght,260391.0,FRIARSTOWN UPPER,33.0,32.0,9.0,,14.0,11.0,5.0,2.0,15.0,14.0,6.0,3.0,13.0,14.0,6.0,4.0,21.0,14.0,7.0,3.0,10.0,12.0,5.0,,
1373,1374,Tallaght,260397.0,GARRANSWOOD or KINGSWOOD,15.0,5.0,3.0,,14.0,11.0,4.0,,18.0,21.0,6.0,,7.0,6.0,4.0,1.0,11.0,13.0,5.0,,14.0,14.0,4.0,1.0,
1374,1375,Tallaght,260400.0,GIBBONS,34.0,22.0,7.0,,21.0,20.0,6.0,,17.0,20.0,4.0,,9.0,14.0,4.0,,13.0,9.0,4.0,1.0,17.0,5.0,16.0,,
1375,1376,Tallaght,260403.0,GLASSAMUCKY,84.0,63.0,23.0,,66.0,51.0,16.0,2.0,71.0,55.0,17.0,,60.0,77.0,18.0,,73.0,62.0,16.0,3.0,45.0,45.0,11.0,,
1376,1377,Tallaght,260404.0,GLASSAMUCKY BRAKES,57.0,39.0,16.0,,50.0,35.0,14.0,,55.0,37.0,14.0,,44.0,36.0,14.0,,47.0,41.0,12.0,1.0,41.0,29.0,,,
1377,1378,Tallaght,260405.0,GLASSAMUCKY MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,8.0,,
1378,1379,Tallaght,260406.0,GLASSAVULLAUN,48.0,31.0,12.0,,42.0,32.0,10.0,,29.0,28.0,9.0,,42.0,38.0,9.0,,34.0,27.0,10.0,,26.0,22.0,4.0,,
1379,1380,Tallaght,260434.0,GORTLUM,59.0,53.0,14.0,1.0,32.0,27.0,9.0,,21.0,15.0,6.0,,17.0,15.0,6.0,,15.0,17.0,5.0,,12.0,12.0,4.0,1.0,
1380,1381,Tallaght,260498.0,JOBSTOWN,36.0,29.0,8.0,,24.0,26.0,7.0,1.0,12.0,20.0,4.0,2.0,15.0,25.0,7.0,,9.0,12.0,3.0,2.0,7.0,10.0,19.0,,
1381,1382,Tallaght,260530.0,KILLINARDAN,81.0,67.0,20.0,,78.0,68.0,21.0,,84.0,60.0,28.0,,60.0,58.0,21.0,,53.0,53.0,19.0,,52.0,42.0,13.0,1.0,
1382,1383,Tallaght,260532.0,KILLININNY,30.0,31.0,11.0,1.0,28.0,25.0,10.0,,24.0,27.0,9.0,1.0,38.0,28.0,13.0,,43.0,25.0,12.0,,47.0,36.0,36.0,3.0,
1383,1384,Tallaght,260544.0,KILNAMANAGH,81.0,72.0,24.0,2.0,69.0,80.0,23.0,6.0,53.0,49.0,18.0,1.0,65.0,60.0,23.0,,103.0,90.0,39.0,1.0,99.0,75.0,7.0,3.0,
1384,1385,Tallaght,260549.0,KILTALOWN,46.0,46.0,14.0,,36.0,38.0,11.0,,39.0,28.0,11.0,,33.0,27.0,12.0,,24.0,22.0,8.0,3.0,26.0,20.0,4.0,1.0,
1385,1386,Tallaght,260553.0,KILTIPPER,20.0,13.0,5.0,1.0,14.0,17.0,4.0,,21.0,19.0,6.0,,19.0,15.0,5.0,,19.0,15.0,5.0,1.0,10.0,11.0,44.0,7.0,
